Car Name,Car Webpage,Car Health,Price,Car Exterior Color,Car Interior Color,Miles,Fuel Type,Fuel Efficiency (mileage),EPA Range,Transmission,Drivetrain,Engine,Location,Listing Status,VIN,Stock Number,Accidents,Owners,Car Title Status,Use Type,Vehicle Last Inspected,Make,Model,Trim,Body Class,Model Year,Seating Capacity
2023 Chevrolet Blazer 2LT AWD,https://www.truecar.com/used-cars-for-sale/listing/3GNKBHR40PS106689/2023-chevrolet-blazer/,Used,"$18,300",Summit White,Jet Black,"50,691 miles",Gas,22 city / 27 highway,,Automatic Transmission,AWD,2.0L Inline-4 Gas Inline,"Sanford, FL (2212 miles away)",Listed 86 days ago,3GNKBHR40PS106689,POSE6689,0,1,Clean Title,Rental,2/10/2025,CHEVROLET,Blazer,2LT,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2023,
2019 Ford Mustang Bullitt Fastback,https://www.truecar.com/used-cars-for-sale/listing/1FA6P8K03K5504880/2019-ford-mustang/,Used,"$40,998",Dark Highland Green Metallic,Ebony W/Green Stitch,"12,745 miles",Gas,15 city / 24 highway,,Manual Transmission,RWD,5.0L V-8 Gas V,"Hoover, AL (9 miles away)",Listed 4 days ago,1FA6P8K03K5504880,24059582,0,3,Clean Title,Personal,2/9/2025,FORD,Mustang,,Coupe,2019,4
2021 Ford F-150 XLT SuperCrew 5.5' Box 4WD,https://www.truecar.com/used-cars-for-sale/listing/1FTFW1E54MKD35226/2021-ford-f-150/,Used,"$35,470",Oxford White,Black Dark Slate,"27,851 miles",Gas,19 city / 22 highway,,Automatic Transmission,4WD,5.0L V-8 Gas V,"Kennesaw, GA (1933 miles away)",Listed 87 days ago,1FTFW1E54MKD35226,MKD35226,0,1,Clean Title,Personal,2/11/2025,FORD,F-150,,Pickup,2021,
2021 Ford Bronco Big Bend 4 Door 4WD,https://www.truecar.com/used-cars-for-sale/listing/1FMDE5BH0MLA83903/2021-ford-bronco/,Certified Pre-Owned,"$35,525",Area 51,Dark Gray W/Black Onyx,"30,957 miles",Gas,20 city / 22 highway,,Automatic Transmission,4WD,2.3L Inline-4 Gas Inline,"Macon, GA (2001 miles away)",Listed 3 days ago,1FMDE5BH0MLA83903,B3989,0,1,Clean Title,Personal,2/18/2025,FORD,Bronco,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2021,
2017 Mercedes-Benz GLA 250 4MATIC,https://www.truecar.com/used-cars-for-sale/listing/WDCTG4GB4HJ314998/2017-mercedes-benz-gla/,Used,"$11,900",Cirrus White,Sahara Beige,"86,024 miles",Gas,23 city / 31 highway,,Automatic Transmission,AWD,2.0L Inline-4 Gas Inline,"Delray Beach, FL (2339 miles away)",Listed 24 days ago,WDCTG4GB4HJ314998,PF12619A,0,2,Clean Title,Personal,1/28/2025,MERCEDES-BENZ,GLA-Class,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2017,
2023 Ford F-150 XLT SuperCrew 5.5' Box 2WD,https://www.truecar.com/used-cars-for-sale/listing/1FTEW1CP7PKD24628/2023-ford-f-150/,Used,"$28,198",Blue Metallic,Black,"27,428 miles",Gas,20 city / 24 highway,,Automatic Transmission,RWD,2.7L V-6 Gas V,"Palmetto Bay, FL (2345 miles away)",Listed 169 days ago,1FTEW1CP7PKD24628,PKD24628,0,1,Clean Title,Rental,2/2/2025,FORD,F-150,SuperCrew,Pickup,2023,
2024 Chevrolet Equinox LT with 1LT FWD,https://www.truecar.com/used-cars-for-sale/listing/3GNAXKEG0RS142587/2024-chevrolet-equinox/,Used,"$25,491",Sterling Gray Metallic,Jet Black,"24,410 miles",Gas,26 city / 31 highway,,Automatic Transmission,FWD,1.5L Inline-4 Gas Inline,"Savannah, GA (2155 miles away)",Listed 14 days ago,3GNAXKEG0RS142587,RS142587,0,1,Clean Title,Rental,2/7/2025,CHEVROLET,Equinox,LT (1LT),Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2024,
2023 Hyundai Santa Fe SEL AWD,https://www.truecar.com/used-cars-for-sale/listing/5NMS2DAJ8PH642638/2023-hyundai-santa-fe/,Used,"$24,998",Portofino Gray,Gray,"23,510 miles",Gas,22 city / 25 highway,,Automatic Transmission,AWD,2.5L Inline-4 Gas Inline,"Roswell, GA (9 miles away)",Listed 20 days ago,5NMS2DAJ8PH642638,26829932,0,1,Clean Title,Rental,1/16/2025,HYUNDAI,Santa Fe,SEL,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2023,5
2015 Mercedes-Benz GLK 350 4MATIC,https://www.truecar.com/used-cars-for-sale/listing/WDCGG8JB5FG373778/2015-mercedes-benz-glk/,Used,"$9,499",Designo Diamond White Metallic,Sahara Beige/Mocha,"126,068 miles",Gas,18 city / 25 highway,,Automatic Transmission,AWD,3.5L V-6 Gas V,"Buford, GA (1965 miles away)",Listed 72 days ago,WDCGG8JB5FG373778,null,0,3,Clean Title,Fleet,12/11/2024,MERCEDES-BENZ,GLK-Class,4-MATIC,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2015,
2019 GMC Acadia SLE with SLE-2 FWD,https://www.truecar.com/used-cars-for-sale/listing/1GKKNLLA5KZ105846/2019-gmc-acadia/,Used,"$12,732",Summit White,Jet Black,"124,336 miles",Gas,21 city / 26 highway,,Automatic Transmission,FWD,2.5L Inline-4 Gas Inline,"Newnan, GA (1931 miles away)",Listed 101 days ago,1GKKNLLA5KZ105846,2D61151A,0,1,Clean Title,Personal,1/26/2025,GMC,Acadia,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2019,
2024 Genesis GV60 Standard RWD,https://www.truecar.com/used-cars-for-sale/listing/KMUKB4SA6RU021213/2024-genesis-gv60/,Used,"$38,998",Mauna Red,Obsidian Black,"3,809 miles",Electric,,294 mi,Automatic Transmission,RWD,L - Electric,"Hardeeville, SC (2161 miles away)",Listed 2 days ago,KMUKB4SA6RU021213,RU021213,0,0,Clean Title,Personal,2/19/2025,GENESIS,GV60,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2024,
2018 FIAT 500L Pop,https://www.truecar.com/used-cars-for-sale/listing/ZFBCFAAHXJZ041368/2018-fiat-500l/,Used,"$6,995",Nero (Black),Dark Slate Gray,"122,206 miles",Gas,22 city / 30 highway,,Automatic Transmission,FWD,1.4L Inline-4 Gas Inline,"Buford, GA (1966 miles away)",Listed 6 days ago,ZFBCFAAHXJZ041368,041368,0,1,Clean Title,Personal,2/15/2025,FIAT,500L,POP (Sport for Canada),Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2018,5
2024 Toyota Prius Limited FWD,https://www.truecar.com/used-cars-for-sale/listing/JTDACAAU7R3026349/2024-toyota-prius/,Used,"$32,995",Guardian Gray,Gradient Black,"8,938 miles",Hybrid,52 city / 52 highway,,Automatic Transmission,FWD,2.0L Inline-4 Hybrid Inline,"Columbus, GA (1931 miles away)",Listed 23 days ago,JTDACAAU7R3026349,TGD20199,0,1,Clean Title,Personal,1/25/2025,TOYOTA,Prius,,Hatchback/Liftback/Notchback,2024,5
2022 Nissan Altima 2.5 SR FWD,https://www.truecar.com/used-cars-for-sale/listing/1N4BL4CV5NN303693/2022-nissan-altima/,Used,"$18,298",Super Black,Sport,"71,315 miles",Gas,27 city / 37 highway,,Automatic Transmission,FWD,2.5L Inline-4 Gas Inline,"Savannah, GA (2158 miles away)",Listed 70 days ago,1N4BL4CV5NN303693,NN303693,0,1,Clean Title,Fleet,12/13/2024,NISSAN,Altima,Grade SR,Sedan/Saloon,2022,5
2021 BMW X3 xDrive30i AWD,https://www.truecar.com/used-cars-for-sale/listing/5UXTY5C09M9F93911/2021-bmw-x3/,Used,"$26,900",Alpine White,Canberra Beige/Black,"51,774 miles",Gas,23 city / 29 highway,,Automatic Transmission,AWD,2.0L Inline-4 Gas Inline,"Macon, GA (1997 miles away)",Listed 23 days ago,5UXTY5C09M9F93911,M9F93911,0,2,Clean Title,Personal,1/29/2025,BMW,X3,xDrive30i,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2021,5
2015 Porsche 911 Carrera S Cabriolet,https://www.truecar.com/used-cars-for-sale/listing/WP0CB2A94FS154837/2015-porsche-911/,Used,"$80,999",White,Black,"29,565 miles",Gas,19 city / 27 highway,,Manual Transmission,RWD,3.8L Flat-6 Gas Flat,"Tucker, GA (1957 miles away)",Listed 20 days ago,WP0CB2A94FS154837,31495ST,0,4,Clean Title,Personal,1/27/2025,PORSCHE,911,"S / GTS (2WD), 4S / GTS (4WD)",Convertible/Cabriolet,2015,
2020 Mercedes-Benz S 560 Sedan RWD,https://www.truecar.com/used-cars-for-sale/listing/WDDUG8DB6LA525741/2020-mercedes-benz-s-class/,Used,"$34,991",Black,Black,"49,423 miles",Gas,17 city / 27 highway,,Automatic Transmission,RWD,4.0L V-8 Gas V,"Pacoima, CA (17 miles away)",Listed 5 days ago,WDDUG8DB6LA525741,M525740C,0,0,Clean Title,Personal,2/16/2025,MERCEDES-BENZ,S-Class,,Sedan/Saloon,2020,
2023 Chevrolet Trailblazer RS FWD,https://www.truecar.com/used-cars-for-sale/listing/KL79MTSL5PB176736/2023-chevrolet-trailblazer/,Used,"$24,990",Mosaic Black Metallic,Jet Black With Red Accents,"6,579 miles",Gas,29 city / 33 highway,,Automatic Transmission,FWD,1.3L Inline-3 Gas Inline,"Columbus, GA (1931 miles away)",Listed 14 days ago,KL79MTSL5PB176736,PB176736,0,1,Clean Title,Personal,2/7/2025,CHEVROLET,Trailblazer,RS,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2023,
2019 Nissan Kicks SR,https://www.truecar.com/used-cars-for-sale/listing/3N1CP5CU8KL555498/2019-nissan-kicks/,Used,"$9,999",Deep Blue Pearl/Fresh Powder,Charcoal,"104,772 miles",Gas,31 city / 36 highway,,Automatic Transmission,FWD,1.6L Inline-4 Gas Inline,"Smyrna, GA (1937 miles away)",Listed 138 days ago,3N1CP5CU8KL555498,555498,0,3,Clean Title,Fleet,12/20/2024,NISSAN,Kicks,,Hatchback/Liftback/Notchback,2019,
2022 Chevrolet Malibu LT,https://www.truecar.com/used-cars-for-sale/listing/1G1ZD5ST6NF171087/2022-chevrolet-malibu/,Used,"$15,920",Summit White,Jet Black,"63,656 miles",Gas,29 city / 36 highway,,Automatic Transmission,FWD,1.5L Inline-4 Gas Inline,"Newnan, GA (1931 miles away)",Listed 21 days ago,1G1ZD5ST6NF171087,NF171087,0,1,Clean Title,Rental,1/4/2025,CHEVROLET,Malibu,LT (1LT),Sedan/Saloon,2022,5
2022 Chevrolet Equinox LT with 1LT FWD,https://www.truecar.com/used-cars-for-sale/listing/3GNAXKEV5NL186023/2022-chevrolet-equinox/,Used,"$16,920",Silver Ice Metallic,Jet Black,"54,465 miles",Gas,26 city / 31 highway,,Automatic Transmission,FWD,1.5L Inline-4 Gas Inline,"Lithia Springs, GA (1934 miles away)",Listed 15 days ago,3GNAXKEV5NL186023,NL186023,0,1,Clean Title,Personal,2/20/2025,CHEVROLET,Equinox,LT (1LT),Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2022,5
2022 Nissan Altima 2.5 SV FWD,https://www.truecar.com/used-cars-for-sale/listing/1N4BL4DV0NN301347/2022-nissan-altima/,Used,"$16,620",Storm Blue Metallic,Charcoal,"62,907 miles",Gas,27 city / 37 highway,,Automatic Transmission,FWD,2.5L Inline-4 Gas Inline,"Lithia Springs, GA (1934 miles away)",Listed 49 days ago,1N4BL4DV0NN301347,NN301347,0,2,Clean Title,Rental,1/3/2025,NISSAN,Altima,Grade SV,Sedan/Saloon,2022,5
2022 Chrysler 300 S RWD,https://www.truecar.com/used-cars-for-sale/listing/2C3CCABG1NH167494/2022-chrysler-300/,Used,"$23,288",Silver Mist Clearcoat,Black,"53,491 miles",Gas,19 city / 30 highway,,Automatic Transmission,RWD,3.6L V-6 Gas V,"Statesboro, GA (2114 miles away)",Listed 98 days ago,2C3CCABG1NH167494,NH167494,0,1,Clean Title,Personal,1/29/2025,CHRYSLER,300,,Sedan/Saloon,2022,5
2023 Toyota Corolla Hybrid LE FWD,https://www.truecar.com/used-cars-for-sale/listing/JTDBCMFE0PJ002877/2023-toyota-corolla/,Used,"$22,497",08x8,Fb Black,"61,168 miles",Hybrid,53 city / 46 highway,,Automatic Transmission,FWD,1.8L Inline-4 Hybrid Inline,"Savannah, GA (2155 miles away)",Listed 33 days ago,JTDBCMFE0PJ002877,250231A,0,1,Clean Title,Personal,1/19/2025,TOYOTA,Corolla,"L, LE, SE, XLE",Sedan/Saloon,2023,5
2017 Volkswagen Jetta GLI Manual,https://www.truecar.com/used-cars-for-sale/listing/3VW5T7AJ6HM365785/2017-volkswagen-jetta/,Used,"$10,500",Pure White,Titan Black,"123,054 miles",Gas,23 city / 33 highway,,Manual Transmission,FWD,2.0L Inline-4 Gas Inline,"Warner Robins, GA (2004 miles away)",Listed 15 days ago,3VW5T7AJ6HM365785,TM365785,0,3,Clean Title,Personal,2/6/2025,VOLKSWAGEN,Jetta,,Sedan/Saloon,2017,
2016 Chevrolet Silverado 1500 LT Crew Cab Short Box 2WD,https://www.truecar.com/used-cars-for-sale/listing/3GCPCREC8GG128151/2016-chevrolet-silverado-1500/,Used,"$14,995",Red Hot,Jet Black,"137,414 miles",Gas,18 city / 24 highway,,Automatic Transmission,RWD,5.3L V-8 Gas V,"Plano, TX (1257 miles away)",Listed 30 days ago,3GCPCREC8GG128151,C137,0,4,Clean Title,Mixed,1/22/2025,CHEVROLET,Silverado,LT,Pickup,2016,
2012 Mercedes-Benz C 250 Sport Sedan RWD,https://www.truecar.com/used-cars-for-sale/listing/WDDGF4HB9CR217854/2012-mercedes-benz-c-class/,Used,"$10,992",Arctic White,Unknown,"70,804 miles",Gas,21 city / 31 highway,,Automatic Transmission,RWD,1.8L Inline-4 Gas Inline,"Columbus, GA (1932 miles away)",Listed 3 days ago,WDDGF4HB9CR217854,16663C,0,2,Clean Title,Personal,2/18/2025,MERCEDES-BENZ,C-Class,,Sedan/Saloon,2012,
2023 MINI Electric Hardtop SE,https://www.truecar.com/used-cars-for-sale/listing/WMW13DJ00P2T62844/2023-mini-electric-hardtop/,Used,"$21,715",Nanuq White Metallic,Carbon Black,"12,225 miles",Electric,,114 mi,Automatic Transmission,FWD,L - Electric,"Columbus, GA (1932 miles away)",Listed 95 days ago,WMW13DJ00P2T62844,P2T62844,0,1,Clean Title,Personal,2/1/2025,MINI,Hardtop,,Hatchback/Liftback/Notchback,2023,4
2018 Honda Odyssey Elite,https://www.truecar.com/used-cars-for-sale/listing/5FNRL6H97JB064186/2018-honda-odyssey/,Used,"$16,475",Crystal Black Pearl,Unknown,"172,397 miles",Gas,19 city / 28 highway,,Automatic Transmission,FWD,3.5L V-6 Gas V,"La Grange, GA (1922 miles away)",Listed 76 days ago,5FNRL6H97JB064186,HT064186,0,2,Clean Title,Personal,2/20/2025,HONDA,Odyssey,ELITE,Minivan,2018,8
2022 Ford Super Duty F-250 XLT Crew Cab 6.75' Box 4WD,https://www.truecar.com/used-cars-for-sale/listing/1FT7W2B69NEG42463/2022-ford-super-duty-f-250/,Used,"$42,585",Oxford White,Gray,"63,091 miles",Gas,,,Automatic Transmission,4WD,6.2L V-8 Gas V,"Savannah, GA (2158 miles away)",Listed 1 day ago,1FT7W2B69NEG42463,NEG42463,0,1,Clean Title,Mixed,2/20/2025,FORD,F-250,,Pickup,2022,
2020 Toyota C-HR XLE FWD,https://www.truecar.com/used-cars-for-sale/listing/NMTKHMBX6LR116788/2020-toyota-c-hr/,Used,"$19,998",Silver Knockout Metallic W/Black Roof,Black W/Blue,"52,308 miles",Gas,27 city / 31 highway,,Automatic Transmission,FWD,2.0L Inline-4 Gas Inline,"Hardeeville, SC (2161 miles away)",Listed 16 days ago,NMTKHMBX6LR116788,LR116788,0,1,Clean Title,Personal,2/5/2025,TOYOTA,C-HR,,Crossover Utility Vehicle (CUV),2020,5
2019 Ford F-150 XLT SuperCrew 6.5' Box 4WD,https://www.truecar.com/used-cars-for-sale/listing/1FTFW1E5XKFB70465/2019-ford-f-150/,Used,"$31,999",Oxford White,Black,"64,168 miles",Gas,16 city / 22 highway,,Automatic Transmission,4WD,5.0L V-8 Gas V,"LaGrange, GA (1921 miles away)",Listed 10 days ago,1FTFW1E5XKFB70465,B70465,0,1,Clean Title,Personal,2/11/2025,FORD,F-150,,Pickup,2019,6
2023 GMC Sierra 1500 Denali Crew Cab Short Bed 4WD,https://www.truecar.com/used-cars-for-sale/listing/3GTUUGEL2PG215760/2023-gmc-sierra-1500/,Used,"$59,998",White Frost Tricoat,Jet Black,"15,084 miles",Gas,16 city / 20 highway,,Automatic Transmission,4WD,6.2L V-8 Gas V,"Jacksonville, FL (9 miles away)",Listed 9 days ago,3GTUUGEL2PG215760,26256558,0,1,Clean Title,Personal,1/28/2025,GMC,Sierra,Denali,Pickup,2023,
2024 Ford Bronco Outer Banks 4 Door 4WD,https://www.truecar.com/used-cars-for-sale/listing/1FMDE8BH0RLA18994/2024-ford-bronco/,Used,"$44,000",Shadow Black,Unknown,"7,700 miles",Gas,20 city / 21 highway,,Automatic Transmission,4WD,2.3L Inline-4 Gas Inline,"Mount Carroll, IL (1639 miles away)",Listed 76 days ago,1FMDE8BH0RLA18994,03P526,0,1,Clean Title,Personal,2/20/2025,FORD,Bronco,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2024,
2022 Chrysler Pacifica Touring L FWD,https://www.truecar.com/used-cars-for-sale/listing/2C4RC1BG1NR155913/2022-chrysler-pacifica/,Used,"$19,450",Ceramic Gray Clearcoat,Black/Alloy/Black,"57,929 miles",Gas,19 city / 28 highway,,Automatic Transmission,FWD,3.6L V-6 Gas V,"Fort Myers, FL (2233 miles away)",Listed 7 days ago,2C4RC1BG1NR155913,O155913,0,1,Clean Title,Rental,2/14/2025,CHRYSLER,Pacifica,Touring L,Minivan,2022,7
2023 Chevrolet Traverse LT Leather AWD,https://www.truecar.com/used-cars-for-sale/listing/1GNEVHKW7PJ170312/2023-chevrolet-traverse/,Used,"$29,896",Black Cherry Metallic,Jet Black,"39,154 miles",Gas,17 city / 25 highway,,Automatic Transmission,AWD,3.6L V-6 Gas V,"Decatur, GA (1957 miles away)",Listed 30 days ago,1GNEVHKW7PJ170312,PJ170312X,0,1,Clean Title,Rental,1/22/2025,CHEVROLET,Traverse,LT,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2023,
2024 Honda Civic Sport Sedan CVT,https://www.truecar.com/used-cars-for-sale/listing/2HGFE2F59RH519245/2024-honda-civic/,Used,"$25,998",Sonic Gray Pearl,Black,"27,862 miles",Gas,30 city / 37 highway,,Automatic Transmission,FWD,2.0L Inline-4 Gas Inline,"Stockbridge, GA (9 miles away)",Listed 6 days ago,2HGFE2F59RH519245,26791578,0,1,Clean Title,Personal,1/26/2025,HONDA,Civic,Sport,Sedan/Saloon,2024,
2011 Mercedes-Benz C 300 4MATIC Luxury Sedan,https://www.truecar.com/used-cars-for-sale/listing/WDDGF8BB4BR155729/2011-mercedes-benz-c-class/,Used,"$6,800",Black,Almond/Mocha,"117,224 miles",Gas,18 city / 25 highway,,Automatic Transmission,AWD,3.0L V-6 Gas V,"Mount Olive, NC (2285 miles away)",Listed 192 days ago,WDDGF8BB4BR155729,155729,0,4,Clean Title,Personal,1/11/2025,MERCEDES-BENZ,C-Class,4-MATIC,Sedan/Saloon,2011,
2020 Toyota Tundra TRD Pro Double Cab 6.5' Bed 5.7L 4WD,https://www.truecar.com/used-cars-for-sale/listing/5TFUY5F1XLX885777/2020-toyota-tundra/,Used,"$29,994",Midnight Black Metallic,Black,"63,372 miles",Gas,13 city / 17 highway,,Automatic Transmission,4WD,5.7L V-8 Gas V,"Seffner, FL (2173 miles away)",Listed 24 days ago,5TFUY5F1XLX885777,3322,0,1,Clean Title,Personal,1/30/2025,TOYOTA,Tundra,SR5 Grade,Pickup,2020,
2016 Dodge Grand Caravan SXT,https://www.truecar.com/used-cars-for-sale/listing/2C4RDGCG3GR177929/2016-dodge-grand-caravan/,Used,"$7,410",Deep Cherry Red Crystal Pearlcoat,Black/Light Graystone,"141,756 miles",Gas,17 city / 25 highway,,Automatic Transmission,FWD,3.6L V-6 Gas V,"Bartlett, TN (1628 miles away)",Listed 28 days ago,2C4RDGCG3GR177929,TGR177929,0,2,Clean Title,Rental,1/24/2025,DODGE,Grand Caravan,SXT,Minivan,2016,
2022 Subaru Legacy 2.5i,https://www.truecar.com/used-cars-for-sale/listing/4S3BWAB63N3008257/2022-subaru-legacy/,Used,"$15,650",Crystal White Pearl,Slate Black,"120,930 miles",Gas,27 city / 35 highway,,Automatic Transmission,AWD,2.5L Flat-4 Gas Flat,"Savannah, GA (2151 miles away)",Listed 45 days ago,4S3BWAB63N3008257,14526,0,1,Clean Title,Personal,1/7/2025,SUBARU,Legacy,Base,Sedan/Saloon,2022,5
2021 Kia Seltos EX 2.0 AWD,https://www.truecar.com/used-cars-for-sale/listing/KNDERCAA6M7174527/2021-kia-seltos/,Used,"$19,354",Neptune Blue,Black,"54,928 miles",Gas,27 city / 31 highway,,Automatic Transmission,AWD,2.0L Inline-4 Gas Inline,"Savannah, GA (2158 miles away)",Listed 3 days ago,KNDERCAA6M7174527,N7821A,0,1,Clean Title,Personal,2/18/2025,KIA,Seltos,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2021,
2023 Ford F-150 XLT SuperCrew 5.5' Box 2WD,https://www.truecar.com/used-cars-for-sale/listing/1FTEW1CP5PKD61614/2023-ford-f-150/,Used,"$34,859",Oxford White,Black W/Medium Dark Slate,"20,997 miles",Gas,20 city / 24 highway,,Automatic Transmission,RWD,2.7L V-6 Gas V,"Atlanta, GA (1946 miles away)",Listed 62 days ago,1FTEW1CP5PKD61614,D61614,0,1,Clean Title,Rental,12/21/2024,FORD,F-150,SuperCrew,Pickup,2023,
2015 Subaru Forester 2.5i Touring CVT (PZEV),https://www.truecar.com/used-cars-for-sale/listing/JF2SJAWC4FH474848/2015-subaru-forester/,Used,"$13,990",Quartz Blue Pearl,Gray,"91,808 miles",Gas,24 city / 32 highway,,Automatic Transmission,AWD,2.5L Flat-4 Gas Flat,"Duluth, GA (1959 miles away)",Listed 5 days ago,JF2SJAWC4FH474848,G250832A,0,2,Clean Title,Personal,2/16/2025,SUBARU,Forester,Touring+Moonroof+NAVI(H/K-Harman Kardon)+Keyless Access,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2015,
2017 Mercedes-Benz S 63 AMG 4MATIC Coupe,https://www.truecar.com/used-cars-for-sale/listing/WDDXJ7JB7HA029320/2017-mercedes-benz-s-class/,Used,"$53,998",Black,Black,"54,059 miles",Gas,15 city / 23 highway,,Automatic Transmission,AWD,5.5L V-8 Gas V,"Huntsville, AL (9 miles away)",Listed 2 days ago,WDDXJ7JB7HA029320,26530067,0,2,Clean Title,Personal,2/19/2025,MERCEDES-BENZ,S-Class,,Coupe,2017,4
2023 Nissan Murano FWD SV,https://www.truecar.com/used-cars-for-sale/listing/5N1AZ2BJ9PC130522/2023-nissan-murano/,Used,"$24,998",Pearl White Tricoat,Graphite,"22,018 miles",Gas,20 city / 28 highway,,Automatic Transmission,FWD,3.5L V-6 Gas V,"Montgomery, AL (9 miles away)",Listed 8 days ago,5N1AZ2BJ9PC130522,26522728,0,1,Clean Title,Fleet,2/9/2025,NISSAN,Murano,SV,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2023,5
2014 Kia Soul + Automatic,https://www.truecar.com/used-cars-for-sale/listing/KNDJP3A56E7045471/2014-kia-soul/,Used,"$7,609",Clear White,Black,"102,941 miles",Gas,23 city / 31 highway,,Automatic Transmission,FWD,2.0L Inline-4 Gas Inline,"Macon, GA (1997 miles away)",Listed 9 days ago,KNDJP3A56E7045471,S9138A,1 Accident,1,Clean Title,Personal,2/12/2025,KIA,Soul,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2014,
2019 Kia Sportage EX FWD,https://www.truecar.com/used-cars-for-sale/listing/KNDPN3AC1K7598202/2019-kia-sportage/,Used,"$16,488",Black Cherry,Black,"51,157 miles",Gas,22 city / 29 highway,,Automatic Transmission,FWD,2.4L Inline-4 Gas Inline,"Statesboro, GA (2114 miles away)",Listed 16 days ago,KNDPN3AC1K7598202,K7598201,0,1,Clean Title,Personal,2/5/2025,KIA,Sportage,QL,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2019,5
2014 Ford Fusion SE FWD,https://www.truecar.com/used-cars-for-sale/listing/3FA6P0H77ER379082/2014-ford-fusion/,Used,"$8,251",Oxford White,Ebony,"90,894 miles",Gas,22 city / 34 highway,,Automatic Transmission,FWD,2.5L Inline-4 Gas Inline,"Reno, NV (387 miles away)",Listed 18 days ago,3FA6P0H77ER379082,415382,0,4,Clean Title,Personal,2/3/2025,FORD,Fusion,,Sedan/Saloon,2014,
2020 Toyota Avalon TRD,https://www.truecar.com/used-cars-for-sale/listing/4T1FZ1FBXLU050086/2020-toyota-avalon/,Used,"$28,920",Wind Chill Pearl,Black/Red,"46,237 miles",Gas,22 city / 31 highway,,Automatic Transmission,FWD,3.5L V-6 Gas V,"Perry, GA (2001 miles away)",Listed 17 days ago,4T1FZ1FBXLU050086,U050086,0,2,Clean Title,Personal,2/4/2025,TOYOTA,Avalon,XSE+TRD Package,Sedan/Saloon,2020,5
2024 Honda Accord EX,https://www.truecar.com/used-cars-for-sale/listing/1HGCY1F37RA023765/2024-honda-accord/,Certified Pre-Owned,"$26,494",Platinum White Pearl,Black,"4,277 miles",Gas,29 city / 37 highway,,Automatic Transmission,FWD,1.5L Inline-4 Gas Inline,"Savannah, GA (2158 miles away)",Listed 29 days ago,1HGCY1F37RA023765,P2514,0,1,Clean Title,Personal,12/30/2024,HONDA,Accord,"EX, EX w/Out BSI",Sedan/Saloon,2024,
"2021 Ram 1500 Limited Crew Cab 5'7"" Box 4WD",https://www.truecar.com/used-cars-for-sale/listing/1C6SRFHT6MN557799/2021-ram-1500/,Used,"$40,284",Bright White Clearcoat,Indigo/Frost,"68,334 miles",Gas,15 city / 21 highway,,Automatic Transmission,4WD,5.7L V-8 Gas V,"Macon, GA (1997 miles away)",Listed 94 days ago,1C6SRFHT6MN557799,MN557799,0,1,Clean Title,Personal,1/13/2025,RAM,1500,Crew Cab,Pickup,2021,5
2023 Nissan Rogue 2023.5 SV FWD,https://www.truecar.com/used-cars-for-sale/listing/JN8BT3BA7PW437268/2023-nissan-rogue/,Used,"$25,318",Pearl White Tricoat,Light Gray,"19,927 miles",Gas,30 city / 37 highway,,Automatic Transmission,FWD,1.5L Inline-3 Gas Inline,"Macon, GA (1997 miles away)",Listed 13 days ago,JN8BT3BA7PW437268,N5633,0,1,Clean Title,Personal,2/8/2025,NISSAN,Rogue,SV,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2023,5
2024 Chevrolet Silverado 3500HD LTZ Crew Cab Long Bed 4WD,https://www.truecar.com/used-cars-for-sale/listing/1GC4YUE72RF102417/2024-chevrolet-silverado-3500hd/,Used,"$56,000",Summit White,Gideon/Very Dark Atmosphere,"57,586 miles",Gas,,,Automatic Transmission,4WD,6.6L V-8 Gas V,"Warner Robins, GA (2007 miles away)",Listed 41 days ago,1GC4YUE72RF102417,TF102417,0,1,Clean Title,Personal,1/11/2025,CHEVROLET,Silverado HD,LTZ,Pickup,2024,
